input,prediction,label
인도네시아가 경기한 자카르타의 붕카르노 경기장 앞엔 그가 슛을 하는 모습을 담은 유명 스포츠 용품회사의 대형 광고가 세워질 정도였다, In front of Bungkarno Stadium in Jakarta where Indonesia played there was a large advertisement from a famous sports goods company that showed him shooting by Yukhoe,In front of Jakartas Bung Karno Stadium where Indonesia played a large advertisement was set up by a famous sports goods company showing him shooting
우리는 먼저 논리가 어디서 작동을 시작하는 지부터 생각해 본다, We first think about where logic starts to work we will first think about,Well start by thinking about where logic can start to kick in
하지만 WSJ는 당좌예금 계좌엔 사람들의 소득과 구매 성향 등 중요한 정보가 포함돼 있다고 덧붙였다, However WSJ added that the account deposit account contains important information such as peoples income and purchasing propensity for y,However the WSJ added that checking accounts contain important information such as peoples income and purchasing preferences
앞으로 금융감독원이 금융사에 종합검사를 나가려면 한 달 전에 미리 알려 줘야 한다, In the future the Financial Supervisory Service needs to inform financial companies in advance a comprehensive inspection of financial,In order for the Financial Supervisory Service to conduct a comprehensive inspection of financial companies in the future it must notify them a month in advance
엘피지LPG 가스를 쓰는 가정이나 사업장의 경우 가스 호스나 배관 용기 등의 연결 부위가 느슨하지 않은지 확인해야 한다, In the case of families or businesses that use LPG gas we should check whether the connection parts of gas hose or pipe containers are loose eagles e,In the case of homes or workplaces using LPG gas one needs to check whether the connection of gas hoses pipes vessels is not loose
한편 부산시가 신천지 전수조사를 진행한 가운데 전체 유증상을 호소하는 신도는 257명이었다, Meanwhile while Busan Metropolitan Government conducted a full investigation of the entire Shincheonsi City 257 believers complained,Meanwhile while Busan City conducted a thorough investigation on Shincheonji Church 257 people had the symptoms
전력 부스팅 모드가 ON인 때 기지국은 전력 부스팅을 수행하거나 수행하지 않을 수 있다, When the power boosting mode is ON base station may not perform or perform power boosting such as welding gu,When the power boosting mode is ON the base station may or may not perform power boosting
국내 업계와 수율을 산정하는 기준이 달라 국내 기준을 적용하면 이보다 훨씬 낮은 10 수준에 그칠 것이라는 게 중론이다, The majority opinion is that the domestic industry will be limited to 10 percent much lower than this if domestic standards are applied such as horse,Because standards for calculating yield are different from South Korean industries it will be only 10 that is much lower than that if South Korean standards are applied
시대의 변함에 따라 다양한 유형으로 나타나는 것이라 하였다, It is said that it appears in various types as the,It is said that it appears in various types as the times change
메타 분석 결과가 무의미하고 실제 효과가 가려질 수 있기 때문에 비교가 불가능할 경우 메타 분석을 피해야 한다, If the metaanalysis results are meaningless and can be hidden metaanalysis should be avoided if comparison is,Metaanalysis should be avoided if studies are too heterogeneous to be comparable as the metaanalytical results may be meaningless and true effects may be obscured
이들은 판매 관리비 자체를 사용하는 대신 그 구성을 연구 개발비와 나머지로 구분한다, Instead of using sales management fees themselves they divide the composition into RD expenses and rest of,Instead of using the sales management costs themselves they divide the composition into RD costs and the rest
이러한 헌납의 열풍으로 중일 전쟁이 난 후 7월 20일경 부산에서만 헌금이 11만 여원에 달하였다, The contribution reached 110000 won in Busan alone after the war of China and Japan on July 20 after the war of Japan the Hun,After the SinoJapanese War the total amount of donations reached about 110000 won in Busan alone on July 20
